type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
Movie;One;Santhosh Viswanath;Mammootty, Joju George, Murali Gopy, Mathew Thomas, Nimisha Sajayan, Salim Kumar, Gayathri Arun, Ishaani Krishna;India;April 27, 2021;2020;TV-PG;149 min;Dramas, International Movies;A formidable Kerala chief minister’s party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.
Movie;The Last Days of American Crime;Olivier Megaton;Edgar Ramírez, Michael Pitt, Anna Brewster, Patrick Bergin, Sharlto Copley, Brandon Auret, Tamer Burjaq, Terence Maynard, James Richard Marshall;United States;June 5, 2020;2020;TV-MA;149 min;Action & Adventure, Dramas, Independent Movies;A bank robber joins a plot to commit one final, historic heist before the government turns on a mind-altering signal that will end all criminal behavior.
Movie;One Like It;Marwan Nabil;Riham Abdel Ghafour, Mohammed Aly Rizk, Hazem Samir, Salwa Othman, Mahmoud Gharib;Egypt;April 23, 2021;2020;TV-G;15 min;Dramas, Independent Movies, International Movies;This short film follows a day in the life of a young woman in Egypt and how her interactions with others expose long-standing stereotypes and biases.
Movie;Raat Akeli Hai;Honey Trehan;Nawazuddin Siddiqui, Radhika Apte, Khalid Tyabji, Aditya Srivastava, Padmavati Rao, Shivani Raghuvanshi, Nishant Dahiya, Shweta Tripathi, Gyanendra Tripathi, Shreedhar Dubey, Swanand Kirkire, Riya Shukla, Tigmanshu Dhulia, Ila Arun, Natasha Rastogi;India;July 31, 2020;2020;TV-MA;150 min;Dramas, International Movies, Thrillers;When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.
Movie;Ludo;Anurag Basu;Abhishek Bachchan, Aditya Roy Kapur, Rajkummar Rao, Sanya Malhotra, Fatima Sana Shaikh, Pankaj Tripathi, Rohit Saraf, Shalini Vatsa, Pearle Maaney;India;November 12, 2020;2020;TV-MA;150 min;Comedies, Dramas, International Movies;From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.
Movie;Citation;Kunle Afolayan;Temi Otedola, Jimmy Jean-Louis, Joke Silva, Gabriel Afolayan, Adjetey Anang, Ini Edo, Sadiq Daba, Wole Olowomojuore, Yomi Fash-Lanso, Bukunmi Oluwashina, Bienvenu Neba, Ray Reboul, Ibukun Awosika, Seun Kuti;Nigeria;November 6, 2020;2020;TV-MA;151 min;Dramas, International Movies;A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.
Movie;Da 5 Bloods;Spike Lee;Delroy Lindo, Jonathan Majors, Clarke Peters, Norm Lewis, Isiah Whitlock Jr., Mélanie Thierry, Paul Walter Hauser, Jasper Pääkkönen, Johnny Nguyen, Chadwick Boseman;United States;June 12, 2020;2020;R;156 min;Action & Adventure, Dramas;Four African American veterans return to Vietnam decades after the war to find their squad leader's remains — and a stash of buried gold. From Spike Lee.
Movie;Kannum Kannum Kollaiyadithaal;Desingh Periyasamy;Dulquer Salmaan, Ritu Varma, Rakshan, Niranjani, Gautham Menon, Anish Kuruvilla;India;March 29, 2020;2020;TV-14;160 min;Comedies, Dramas, International Movies;A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer.
Movie;Ala Vaikunthapurramuloo;Trivikram Srinivas;Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma;India;February 27, 2020;2020;TV-14;162 min;Action & Adventure, Comedies, Dramas;After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son.
Movie;WHAT DID JACK DO?;David Lynch;David Lynch;United States;January 20, 2020;2020;TV-14;17 min;Dramas, Independent Movies;A detective interrogates a monkey who is suspected of murder.
Movie;Andhakaaram;V Vignarajan;Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath;India;November 24, 2020;2020;TV-14;171 min;Horror Movies, International Movies, Thrillers;As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.
Movie;Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend;Claire Scanlon;Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Daniel Radcliffe, Lauren Adams, Sara Chase, Sol Miranda, Amy Sedaris, Mike Carlsen, Dylan Gelula, Chris Parnell, Heidi Gardner, Jack McBrayer, Zak Orth, Fred Armisen, Johnny Knoxville;United States;May 12, 2020;2020;TV-14;190 min;Comedies;It's an interactive Kimmy special! Kimmy's getting married, but first she has to foil the Reverend's evil plot. It's your move: What should she do next?
TV Show;Fary : Hexagone;Adrien Lagier, Ousmane Ly;Fary;France;April 16, 2020;2020;TV-MA;2 Seasons;International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies;French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.
TV Show;Kingdom;Kim Seong-hun;Ju Ji-hoon, Ryu Seung-ryong, Bae Doona, Kim Sang-ho, Kim Sung-kyu, Jeon Seok-ho, Kim Hye-jun, Heo Jun-ho, Jung Suk-won, Kim Jong-soo;South Korea, United States;March 13, 2020;2020;TV-MA;2 Seasons;International TV Shows, Korean TV Shows, TV Action & Adventure;While strange rumors about their ill king grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.
TV Show;Trailer Park Boys: The Animated Series;Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells;Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Cory Bowles, Jacob Rolfe, Tyrone Parsons, Sarah Dunsworth, Jeanna Harrison, Marguerite McNeil;Canada;May 22, 2020;2020;TV-MA;2 Seasons;TV Comedies;Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.
TV Show;Scissor Seven;He Xiaofeng;He Xiaofeng, Jiang Guangtao, Duan Yixuan, Zhu Rongrong, Wen Sen, Jiang Huiqin, Ban Ma, Ronny Chieng, Shinji Saito, Daniel Sosa;China;May 7, 2020;2020;TV-MA;2 Seasons;International TV Shows, TV Action & Adventure, TV Comedies;Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.
TV Show;Thomas and Friends;Greg Tiernan;Michael Angelis, Ben Small, Keith Wickham, Kerry Shale;United Kingdom;September 1, 2020;2020;TV-Y;2 Seasons;British TV Shows, Classic & Cult TV, Kids' TV;This animated children's series follows the adventures of Thomas, a cheerful blue tank engine who lives on the island of Sodor.
Movie;A Go! Go! Cory Carson Christmas;Stanley Moore, Alex Woo;Alan C. Lim, Taron C. Hensley, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Smith Foreman, Ann Kendrick, Ella Joy Ballesteros, Neena-Sinaii Simpo, Eli Morse;United States;November 27, 2020;2020;TV-Y;22 min;Children & Family Movies;When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone.
Movie;The Present;Farah Nabulsi;Saleh Bakri, Maryam Kanj, Maryam Kamiel Basha, Ameer Khlawe, Ala' Hanani, Malak Abu Ghraibeh, Karam Elayyan, Leila Mouammar, Angie Saba;United Kingdom,;March 18, 2021;2020;TV-MA;24 min;Dramas, International Movies;Yusuf and his daughter set out to buy his wife an anniversary gift, a gesture demanding much patience and negotiation skills in the West Bank.
Movie;True: Wuzzle Wegg Day;Todd Kauffman, Mark Thornton;Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux;Canada;March 27, 2020;2020;TV-Y;24 min;Children & Family Movies;Spring has sprung in Rainbow City, and Wuzzle Wegg Day is right around the corner! But Bartleby's convinced that a Wegg-stealing monster is on the loose.
Movie;True: Friendship Day;Mark Thornton, Todd Kauffman;Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath;Canada;September 1, 2020;2020;TV-Y;24 min;Children & Family Movies;When a giant Grippity-Grab snags Grizelda’s friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.
Movie;Super Monsters: The New Class;Steve Ball;Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Elicia MacKenzie, Ian James Corlett, Britt McKillip;Canada;August 1, 2020;2020;TV-Y;25 min;Children & Family Movies;A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level — the Purple Room!
Movie;Mighty Express: A Mighty Christmas;Clint Butler;Jay Hatton, Zoe Hatz, Meesha Contreras, Dylan Schombing, Tyler Nathan, Leo Orgil, Michela Luci, Ian Ho, Evan Lefeuvre, Annick Obonsawin, Gracen Daly;Canada;December 5, 2020;2020;TV-Y;26 min;Children & Family Movies;The Mighty Express welcomes a new train and speeds into a snowstorm to deliver Santa’s presents and save Christmas for all the kids in Tracksville.
Movie;Elf Pets: Santa’s Reindeer Rescue;Chanda Bell;Brad Hyland, Drew Barber, Ashley Roberts, Lowrey Brown, Kristyl Tift, Manny Mahen, Olivia Berkeley, Eleanor Rocha;United States;November 1, 2020;2020;TV-Y;27 min;Children & Family Movies;Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic.
Movie;Shaun the Sheep: The Farmer’s Llamas;Jay Grace;Justin Fletcher, John Sparkes, Sean Connolly, Chris Grimes;United Kingdom;December 22, 2020;2020;TV-Y;28 min;Children & Family Movies, Comedies;A trio of mischievous llamas from the county fair start making a mess of the farm, so Shaun and the flock must find a way to boot out the troublemakers.
Movie;Elf Pets: A Fox Cub’s Christmas Tale;Chanda Bell;Leslie Bellair, Brad Hyland, Brody Rose, Carol Aebersold;United States;November 1, 2020;2020;TV-Y;28 min;Children & Family Movies;An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
Movie;Making The Witcher;Nathan Wiley;Henry Cavill, Anya Chalotra, Freya Allan, Eamon Farren, Mimi Ndiweni, Adam Levy, MyAnna Buring, Joey Batey, Lauren Schmidt Hissrich, Tomasz Bagiński, Andrew Laws, Sneha Koorse, Declan De Barra, Beau DeMayo, Simon Emanuel, Iván Pohárnok, Tim Aslam, Charlotte Brändström;United States;August 26, 2020;2020;TV-MA;33 min;Documentaries;"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series."
Movie;StarBeam: Halloween Hero;Jon Izen;Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Laara Sadiq;Canada;October 6, 2020;2020;TV-Y;33 min;Children & Family Movies;Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!
TV Show;Last Tango in Halifax;Juliet May;Derek Jacobi, Anne Reid, Sarah Lancashire, Nicola Walker, Edward Ashley, Louis Greatorex, Josh Bolt;United Kingdom;January 12, 2021;2020;TV-MA;4 Seasons;British TV Shows, Romantic TV Shows, TV Dramas;Two widowed childhood sweethearts fall for each other all over again when they are reunited over the Internet after nearly 60 years.
Movie;Go! Go! Cory Carson: The Chrissy;Alex Woo, Stanley Moore;Alan C. Lim, Maisie Benson, Kerry Gudjohnsen, Terrance Smith, Paul Killam, Omari Weaver, Ella Joy Ballesteros, Smith Foreman, Stanley Moore;United States;May 1, 2020;2020;TV-Y;42 min;Children & Family Movies;"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention."
Movie;Alien Xmas;Stephen Chiodo;Keythe Farley, Dee Bradley Baker, Kaliayh Rhambo, Michelle Deco, Barbara Goodson;United States;November 20, 2020;2020;TV-Y;42 min;Children & Family Movies;A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents.
Movie;Rob Schneider: Asian Momma, Mexican Kids;Tyler Spindel;Rob Schneider;United States;August 11, 2020;2020;TV-MA;44 min;Stand-Up Comedy;"Former ""Saturday Night Live"" star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special."
Movie;Sugar High;Ariel Boles;Hunter March;United States;July 31, 2020;2020;TV-G;44 min;Children & Family Movies;"Talented sugar artists compete for $10,000 over two rounds of competition — candy and sugar sculpture — in this ""Sugar Rush"" spinoff special."
Movie;Best Wishes, Warmest Regards: A Schitt's Creek Farewell;Amy Segal;Daniel Levy, Eugene Levy, Catherine O'Hara, Annie Murphy, Chris Elliott, Emily Hampshire, Sarah Levy, Jennifer Robertson, Noah Reid, Dustin Milligan, Karen Robinson, Rizwan Manji;Canada;October 3, 2020;2020;TV-MA;44 min;Documentaries, LGBTQ Movies;"From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek."""
Movie;The Magic School Bus Rides Again Kids In Space;Richard Weston;Kate McKinnon, Matthew Mucci, Mikaela Blake, Gabby Clarke, Roman Lutterotti, Leke Maceda-Rustecki, Birva Pandya, Lynsey Pham, Kaden Stephen;United States;August 7, 2020;2020;TV-Y;46 min;Children & Family Movies;The Magic School Bus kids blast into orbit — and onto the International Space Station — only to find themselves on the run from a giant tardigrade!
Movie;The Magic School Bus Rides Again In the Zone;Richard Weston;Mikaela Blake, Gabby Clarke, Roman Lutterotti, Leke Maceda-Rustecki, Matthew Mucci, Lynsey Pham, Kaden Stephen, Lights;Canada;December 26, 2020;2020;TV-Y;46 min;Children & Family Movies;Ms. Frizzle's class sees every show on a pop star's New Year's Eve tour, learning about time zones as they attend all her concerts on the same night.
Movie;Captain Underpants Mega Blissmas;Erik Kling, Kevin Peaty;Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jim Cummings, Jorge Diaz;United States;December 4, 2020;2020;TV-Y7;46 min;Children & Family Movies, Comedies;Christmas gets weird — really weird — after George and Harold go back in time to change up a few of their beloved holiday's traditions.
Movie;Dragons: Rescue Riders: Secrets of the Songwing;Greg Rankin, TJ Sullivan;Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Renée Elise Goldsberry;United States;July 24, 2020;2020;TV-Y;46 min;Children & Family Movies, Comedies;When a musical dragon with a beautiful voice hypnotizes the dragons and people of Huttsgalor, the Rescue Riders have to find a way to break the spell.
Movie;Dragons: Rescue Riders: Hunt for the Golden Dragon;TJ Sullivan, Greg Rankin;Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Jeff Bennett, Grey Griffin, Mary Elizabeth McGlynn;United States;March 27, 2020;2020;TV-Y;46 min;Children & Family Movies, Comedies;It's the treasure hunt of a lifetime for the Rescue Riders, who must race to find a precious golden dragon egg and protect it from evil pirates.
Movie;Dragons: Rescue Riders: Huttsgalor Holiday;Greg Rankin, TJ Sullivan;Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Roshon Fegan, Grey Griffin, Brad Grusnick, Sam Lavagnino, John C. McGinley, Roger Craig Smith;United States;November 24, 2020;2020;TV-Y;46 min;Children & Family Movies, Comedies;Snowfall marks the start of Odinyule — the Viking holiday of giving! But crazy weather might cancel the tradition unless the Rescue Riders can swoop in.
Movie;The Magic School Bus Rides Again The Frizz Connection;Richard Weston;Kate McKinnon, Roman Lutterotti, Mikaela Blake, Gabby Clarke, Leke Maceda-Rustecki, Matthew Mucci, Birva Pandya, Lynsey Pham, Kaden Stephen;Canada;October 20, 2020;2020;TV-Y;46 min;Children & Family Movies;Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!
Movie;Octonauts & the Great Barrier Reef;Blair Simmons;Simon Greenall, Rob Rackstraw, Jo Wyatt, Paul Buckley, Simon Foster, Teresa Gallagher, Richard Grieve, Michael Murphy, Paul Panting, Keith Wickham;United Kingdom;October 13, 2020;2020;TV-Y;47 min;Children & Family Movies;In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home.
Movie;Angela's Christmas Wish;Damien O’Connor;Lucy O'Connell, Brendan Mullins, Ruth Negga, Lola Metcalfe, Jared Harris, Moe Dunford, Oscar Butler, Shona Hamill, Pat Kinevane, Janet Moran, Anya O'Connor;United States;December 1, 2020;2020;TV-Y;48 min;Children & Family Movies;With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays.
TV Show;DC's Legends of Tomorrow;Rob Seidenglanz;Victor Garber, Brandon Routh, Caity Lotz, Franz Drameh, Amy Pemberton, Dominic Purcell, Maisie Richardson-Sellers, Nick Zano, Arthur Darvill, Wentworth Miller, Tala Ashe, Adam Tsekhman, Christina Brucato, Simon Merrells, Nils Hognestad, Jes Macallan, Keiynan Lonsdale;United States;June 10, 2020;2020;TV-14;5 Seasons;TV Action & Adventure, TV Sci-Fi & Fantasy;"A mysterious ""time master"" from the future unites an unlikely group of superheroes and villains to save the world from a powerful evil."
Movie;Vir Das: Outside In - The Lockdown Special;Vir Das;Vir Das;India;December 16, 2020;2020;TV-MA;50 min;Stand-Up Comedy;Stage banter takes on a different — deeper — meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.
Movie;Pete Davidson: Alive From New York;Jason Orley;Pete Davidson;United States;February 25, 2020;2020;TV-MA;50 min;Stand-Up Comedy;"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City."
Movie;Sarah Cooper: Everything's Fine;Natasha Lyonne;Sarah Cooper, Fred Armisen, Maya Rudolph, Ben Stiller, Megan Thee Stallion, Jane Lynch, Jon Hamm, Aubrey Plaza, Connie Chung, Jordan Black, Tommy Davidson, Helen Mirren, Jonathan Van Ness, Danielle Brooks, Winona Ryder, Marcella Arguello, Eddie Pepitone, Marisa Tomei, Whoopi Goldberg, Tom Kane;United States;October 27, 2020;2020;TV-MA;50 min;Comedies;Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests.
Movie;Alex Fernández: The Best Comedian in the World;Alex Díaz;Alex Fernández;Mexico;January 23, 2020;2020;TV-MA;51 min;Stand-Up Comedy;Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.
Movie;Brave Blue World: Racing to Solve Our Water Crisis;Tim Neeves;Liam Neeson, Matt Damon, Jaden Smith;Canada, United Kingdom;October 21, 2020;2020;TV-PG;51 min;Documentaries, International Movies;From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water.
Movie;Eric Andre: Legalize Everything;Eric Notarnicola;Eric André;United States;June 23, 2020;2020;TV-MA;52 min;Stand-Up Comedy;"Eric Andre takes the stage in New Orleans and tackles flawed fast-food icons, the wonders of autofill and the bizarre choice for the ""Cops"" theme song."
Movie;George Lopez: We'll Do It For Half;Troy Miller;George Lopez;United States;June 30, 2020;2020;TV-MA;52 min;Stand-Up Comedy;Comedian George Lopez tackles the future and the past of Latinx culture in America, touching on immigration, his tough relatives, aging and much more.
Movie;Ari Eldjárn: Pardon My Icelandic;August Jakobsson;Ari Eldjárn;Iceland;December 2, 2020;2020;TV-MA;54 min;Stand-Up Comedy;In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more.
Movie;Chris D'Elia: No Pain;Matt D'Elia;Chris D'Elia;United States;April 14, 2020;2020;TV-MA;55 min;Stand-Up Comedy;Chris D'Elia takes the stage in Minneapolis to offer his thoughts on everything from self-censorship to problematic dolphins to lame mutant powers.
Movie;Jo Koy: In His Elements;Michael McKay;Jo Koy, Andrew Lopez, Joey Guila, Andrew Orolfo;United States;June 12, 2020;2020;TV-MA;55 min;Stand-Up Comedy;Jo Koy brings the laughs and beats to Manila, spotlighting local culture in a one-of-a-kind show featuring Filipino American comedians, DJs and B-boys.
Movie;QLIMAX THE SOURCE;Daan Jansen, Stijn Verlinde;Michael Brons, Nigel Coppen, Thomas Velderman, Carlos Antunes, Marco Spronk, Willem Rebergen, Joshua Dutrieux, Bob van der Palen, Sefa Vlaarkamp;Netherlands;December 22, 2020;2020;TV-14;57 min;Music & Musicals;Seven priests. Six realms. One destiny. Begin an immersive audiovisual hardstyle trip into the mystical world of Qlimax — and become one with the sound.
Movie;Jack Whitehall: I'm Only Joking;Dave Skinner, Freddie Waters;Jack Whitehall;United Kingdom;July 21, 2020;2020;TV-MA;58 min;Stand-Up Comedy;Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father.
Movie;Michelle Buteau: Welcome to Buteaupia;Page Hurwitz;Michelle Buteau;United States;September 29, 2020;2020;TV-MA;59 min;Stand-Up Comedy;Scene-stealing queen Michelle Buteau dazzles with real talk on relationships, parenthood, cultural differences and the government workers who adore her.
Movie;Natalie Palamides: Nate - A One Man Show;Phil Burgers;Natalie Palamides;United States;December 1, 2020;2020;TV-MA;60 min;Comedies;Tough talk takes a soft turn as Nate, played by comedian Natalie Palamides, explores humor, heartbreak, sexuality and consent — with a live audience.
Movie;Tom Papa: You're Doing Great!;Gregory Jacobs;Tom Papa;United States;February 4, 2020;2020;TV-14;60 min;Stand-Up Comedy;"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey."
Movie;Felix Lobrecht: Hype;Jan-Peter Horns;Felix Lobrecht;Germany;November 3, 2020;2020;TV-MA;60 min;Stand-Up Comedy;Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special.
Movie;Fortune Feimster: Sweet & Salty;Krysia Plonka;Fortune Feimster;United States;January 21, 2020;2020;TV-MA;61 min;Stand-Up Comedy;Actor, comedian and writer Fortune Feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more.
Movie;Fat Ballerina - David A. Arnold;Milton Horowitz;David A. Arnold;United States;March 2, 2020;2020;TV-MA;61 min;Stand-Up Comedy;Finally comfortable in his skin, seasoned comic David A. Arnold shares his talent for doing nothing, how he's petty and why divorce saves marriages.
Movie;Taylor Tomlinson: Quarter-Life Crisis;Marcus Raboy;Taylor Tomlinson;United States;March 3, 2020;2020;TV-MA;61 min;Stand-Up Comedy;She's halfway through her 20s — and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices.
Movie;Jerry Seinfeld: 23 Hours To Kill;Joe DeMaio;Jerry Seinfeld;United States;May 5, 2020;2020;TV-PG;61 min;Stand-Up Comedy;"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts."
Movie;Horrid Henry's Gross Day Out;Gary Andrews;Lizzie Waterworth-Santo, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Philip Pope;United Kingdom;September 17, 2020;2020;TV-Y;61 min;Children & Family Movies, Comedies;"Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon — and his favorite characters come to life!"
Movie;Urzila Carlson: Overqualified Loser;Hayden Guppy;Urzila Carlson;Australia;July 14, 2020;2020;TV-MA;62 min;Stand-Up Comedy;"Stand-up comedian Urzila Carlson keeps the crowd roaring with her thoughts on recasting ""The Biggest Loser,"" sex tape regrets and boxed wine hangovers."
Movie;Bert Kreischer: Hey Big Boy;Jeff Tomsic;Bert Kreischer;United States;March 17, 2020;2020;TV-MA;62 min;Stand-Up Comedy;Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more.
Movie;Maurício Meirelles: Generating Chaos;Diego Pignataro;Maurício Meirelles;Brazil;April 16, 2020;2020;TV-MA;63 min;Stand-Up Comedy;Comedian Maurício Meirelles explores his chaotic mind with scathingly funny views on family, prejudices, turtles and more in this stand-up special.
Movie;Michael McIntyre: Showman;Chris Howe;Michael McIntyre;United Kingdom;September 15, 2020;2020;TV-MA;63 min;Stand-Up Comedy;Charming comic Michael McIntyre talks family, technology, sharks, accents and the time he confused himself for a world leader in this stand-up special.
Movie;Afonso Padilha: Classless;Junior Carelli, Rudge Campos;Afonso Padilha;Brazil;September 3, 2020;2020;TV-MA;63 min;Stand-Up Comedy;Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set.
Movie;Sam Jay: 3 In The Morning;Kristian Mercado;Sam Jay;United States;August 4, 2020;2020;TV-MA;64 min;Stand-Up Comedy;"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more."
Movie;The App That Stole Christmas;Monica Floyd;Jackie Long, Diane Marie Howard, Jaylin Hall, Miguel A. Núñez Jr., Ray J, JayQ The Legend, J. Anthony Brown, Kenny Rhodes, Amber Cosich;United States;November 20, 2020;2020;TV-PG;64 min;Children & Family Movies, Comedies;A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit.
Movie;Dark City Beneath the Beat;TT The Artist;Uneek, Mighty Mark, Tsu Terry, TT The Artist;United States;April 15, 2021;2020;TV-MA;65 min;Documentaries, Music & Musicals;In this documentary, TT the Artist captures the irrepressible bounce and infectious beats of a Baltimore club scene that demands to be seen and heard.
Movie;Rhys Nicholson Live at the Athenaeum;Thomas Toby Parkinson;Rhys Nicholson;United Kingdom;December 20, 2020;2020;TV-MA;66 min;Stand-Up Comedy;Rhys Nicholson flexes his biting humor as he discusses horse tranquilizers, angry letters from viewers, and more in this stand-up special.
Movie;Leslie Jones: Time Machine;David Benioff, D.B. Weiss;Leslie Jones;United States;January 14, 2020;2020;TV-MA;66 min;Stand-Up Comedy;From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.
Movie;London Hughes: To Catch a D*ck;Kristian Mercado;London Hughes;United States;December 22, 2020;2020;TV-MA;68 min;Stand-Up Comedy;Bawdy comedian and television presenter London Hughes revisits her past in this acclaimed breakout special filled with unfiltered tales and wild stories.
Movie;Kenny Sebastian: The Most Interesting Person in the Room;Angshuman Ghosh;Kenny Sebastian;India;May 29, 2020;2020;TV-MA;68 min;Stand-Up Comedy;Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.
Movie;Larry the Cable Guy: Remain Seated;Brian Volk-Weiss;Larry the Cable Guy;United States;November 26, 2020;2020;TV-14;68 min;Stand-Up Comedy;"With his signature call to ""Git-R-Done,"" Larry muses on swampy weather, late-night shopping at Walmart and other raunchy tales of life in rural America."
Movie;Tom Segura: Ball Hog;Rami Hachache;Tom Segura;United States;March 24, 2020;2020;TV-MA;70 min;Stand-Up Comedy;Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams — and other things you'd rather not think about.
Movie;Kevin Hart: Zero F**ks Given;Leslie Small;Kevin Hart;United States;November 17, 2020;2020;TV-MA;70 min;Stand-Up Comedy;Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19.
